loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,interest_rate,inflation_rate,season_of_application,loan_status
658,2, Graduate, Yes,7800000,28900000,14,646,1800000,1800000,17700000,11000000,6.751671,2.362181,Winter,approved
659,3, Graduate, No,2400000,5900000,2,425,1100000,500000,7400000,2500000,7.315662,3.8610978,Winter,rejected
660,1, Graduate, No,8800000,20200000,6,627,24200000,16100000,17600000,11900000,3.7482815,2.7811515,Spring,approved
661,2, Not Graduate, No,8600000,33300000,16,375,19600000,11200000,25500000,11200000,3.1080246,2.181905,Spring,rejected
662,4, Graduate, No,9600000,27500000,20,679,23400000,7500000,37800000,6300000,3.7421002,0.71928984,Spring,approved
663,0, Not Graduate, No,2900000,9500000,18,885,4300000,2300000,6500000,3500000,5.7788897,0.88005453,Summer,approved
664,1, Not Graduate, Yes,1500000,5900000,16,400,4200000,2400000,4800000,1500000,3.8152757,2.3251252,Spring,rejected
665,5, Not Graduate, Yes,2500000,9600000,6,345,1900000,1900000,6800000,2600000,8.390763,3.2971172,Winter,rejected
666,2, Graduate, No,2200000,8300000,6,596,4700000,3000000,8500000,1800000,3.0848813,2.0701652,Spring,approved
667,3, Graduate, No,4700000,10900000,2,626,9200000,2300000,14600000,5200000,3.29019,0.5570818,Spring,approved
668,4, Not Graduate, No,3000000,7200000,2,680,900000,3400000,9600000,1700000,5.0449424,3.40157,Fall,approved
669,2, Not Graduate, No,8800000,22400000,14,692,21700000,5100000,18600000,10900000,6.6946626,4.1718345,Winter,approved
670,3, Not Graduate, Yes,4200000,14600000,6,679,2400000,6900000,8700000,4900000,2.9748445,1.6249231,Spring,approved
671,3, Not Graduate, No,200000,800000,20,730,0,300000,400000,300000,4.1547546,1.0106553,Summer,approved
672,2, Not Graduate, Yes,8500000,30900000,6,664,5700000,9900000,19800000,7400000,5.656702,2.7017665,Summer,approved
673,1, Graduate, Yes,8200000,19100000,8,619,17200000,12200000,31500000,6600000,6.581508,2.857102,Winter,approved
674,1, Graduate, No,900000,2900000,20,782,0,1500000,3500000,800000,5.721689,3.4020758,Fall,approved
675,0, Graduate, No,6600000,20100000,16,397,19200000,7000000,17200000,8400000,5.3944354,1.8835229,Summer,rejected
676,1, Graduate, Yes,5600000,11700000,6,707,4500000,800000,19000000,3900000,4.1601453,1.8940511,Summer,approved
677,4, Not Graduate, Yes,8700000,30000000,4,370,17600000,15600000,34600000,12100000,4.161059,3.1849768,Fall,approved
678,1, Not Graduate, Yes,9000000,25400000,16,655,22000000,8800000,29100000,7200000,7.1172113,2.0484347,Winter,approved
679,0, Graduate, Yes,4200000,13600000,4,834,8700000,3400000,12000000,3100000,4.906451,2.4279172,Summer,approved
680,5, Graduate, Yes,2700000,10400000,2,723,2800000,700000,10300000,1400000,6.1030893,3.8097057,Winter,approved
681,5, Graduate, No,6900000,26500000,16,322,20500000,9800000,17100000,9400000,5.783147,2.6022968,Summer,rejected
682,0, Graduate, No,1100000,3200000,20,716,1800000,1400000,3600000,1500000,2.8693688,2.1080275,Spring,approved
683,4, Graduate, No,2500000,5400000,10,592,3400000,1500000,9900000,2900000,6.8469176,1.239924,Winter,approved
684,5, Graduate, No,6300000,14600000,8,469,13300000,10100000,24500000,3800000,4.328725,5,Winter,rejected
685,2, Graduate, Yes,1700000,4300000,6,765,5000000,1500000,3400000,900000,4.2225366,2.540457,Summer,approved
686,1, Graduate, No,2900000,11100000,20,478,4200000,2900000,8500000,3000000,5.7507725,3.7017796,Fall,rejected
687,2, Graduate, No,8200000,22500000,18,857,13400000,14300000,28400000,8400000,3.511232,4.115124,Winter,approved
688,5, Not Graduate, Yes,8400000,18600000,20,703,2500000,7100000,28800000,9500000,6.115897,4.0134616,Winter,approved
689,0, Graduate, Yes,2600000,9000000,20,615,6800000,0,8400000,3400000,3.9689693,2.5122366,Spring,approved
690,2, Graduate, Yes,7700000,19700000,14,885,19900000,14600000,22000000,8000000,2.4954276,3.6492658,Fall,approved
691,3, Not Graduate, No,3900000,10500000,20,821,1600000,6300000,11000000,3900000,7.4117723,1.3279985,Winter,approved
692,3, Graduate, Yes,1900000,5900000,8,651,700000,2100000,6200000,1500000,3.1553175,3.1796968,Fall,approved
693,5, Not Graduate, No,8500000,23400000,16,604,25100000,16500000,24500000,4800000,5.930873,2.7399065,Summer,approved
694,4, Not Graduate, No,5900000,14900000,14,857,2600000,9500000,16000000,3500000,5.42843,3.7083676,Fall,approved
695,3, Graduate, Yes,8600000,30300000,14,459,12000000,4100000,23800000,9100000,5.629719,1.6831162,Summer,rejected
696,3, Graduate, Yes,3100000,11200000,14,772,3400000,5800000,8300000,2100000,4.9470696,1.818747,Summer,approved
697,4, Graduate, Yes,700000,2700000,16,583,1100000,1200000,1400000,300000,4.4121776,4.5648427,Winter,approved
698,1, Not Graduate, No,9800000,21300000,2,356,23000000,12300000,25700000,14600000,4.4746594,2.2588658,Summer,rejected
699,5, Not Graduate, No,5800000,22800000,12,600,16000000,1100000,20700000,5700000,4.8545933,2.573148,Summer,approved
700,0, Graduate, No,2700000,7500000,6,832,7700000,1200000,10000000,2500000,3.1229372,0.9931235,Spring,approved
701,1, Graduate, No,2500000,5900000,12,668,7400000,600000,6300000,3700000,4.188758,0,Summer,approved
702,5, Not Graduate, Yes,8400000,22000000,2,830,3800000,3900000,19900000,5400000,5.576003,2.9727614,Summer,approved
703,3, Graduate, No,4100000,15300000,6,440,7500000,5100000,8200000,2000000,3.6342108,0,Spring,rejected
704,3, Not Graduate, No,8000000,20100000,10,608,9800000,15500000,26100000,5200000,5.6420584,4.470676,Winter,approved
705,2, Not Graduate, Yes,1200000,4500000,10,555,100000,1100000,2700000,1400000,5.358351,2.1377258,Summer,approved
706,1, Not Graduate, Yes,1300000,4500000,14,679,2700000,2100000,3700000,1600000,4.142751,2.1406634,Summer,approved
707,5, Not Graduate, Yes,7300000,22100000,18,879,19500000,10600000,19300000,9800000,5.0268416,4.400911,Winter,approved
708,4, Not Graduate, No,5600000,13300000,20,869,3300000,7500000,20000000,6500000,3.9728003,3.0490909,Fall,approved
709,5, Not Graduate, Yes,3900000,8300000,18,600,3900000,600000,10400000,5600000,7.368037,2.66262,Winter,approved
710,1, Not Graduate, No,8600000,31500000,16,678,19700000,13400000,22200000,5300000,4.774566,1.3511816,Summer,approved
711,1, Not Graduate, No,1600000,5600000,6,846,600000,2800000,4600000,1200000,3.6613824,5,Winter,approved
712,3, Not Graduate, No,8300000,24100000,14,823,5900000,700000,24000000,7700000,3.7421002,0.71928984,Spring,approved
713,5, Graduate, Yes,4400000,14100000,10,663,5300000,4900000,17500000,2600000,3.814331,2.2603493,Spring,approved
714,1, Not Graduate, No,8000000,30900000,2,315,23500000,1200000,19500000,7300000,4.2112274,2.1097305,Summer,approved
715,4, Not Graduate, Yes,4200000,9600000,20,863,7400000,900000,9100000,3400000,5.352299,3.9756,Fall,approved
716,4, Not Graduate, Yes,9200000,26500000,6,662,1000000,400000,26900000,5300000,4.4749856,1.1108356,Summer,approved
717,0, Not Graduate, No,5700000,15900000,16,638,100000,9500000,16300000,4500000,5.549077,2.065557,Summer,approved
718,1, Not Graduate, No,300000,700000,10,745,0,0,900000,100000,3.2320275,3.5773034,Fall,approved
719,3, Graduate, No,1300000,2900000,8,733,3800000,1900000,3800000,1800000,5.7883625,2.2789533,Summer,approved
720,2, Not Graduate, Yes,2400000,4900000,4,888,6400000,4300000,5100000,3400000,4.946994,1.0799342,Summer,approved
721,4, Graduate, No,700000,2300000,16,688,1500000,300000,1900000,400000,5.2274113,0.9162985,Summer,approved
722,4, Not Graduate, Yes,2700000,6800000,10,455,4700000,2600000,7400000,2700000,2.629476,0,Spring,rejected
723,2, Graduate, Yes,5400000,10900000,14,741,1300000,6000000,20400000,5600000,5.073305,3.6899157,Fall,approved
724,3, Not Graduate, No,6600000,18800000,12,834,18800000,9300000,13700000,4800000,7.273883,2.9905057,Winter,approved
725,3, Not Graduate, Yes,3800000,10500000,12,886,4000000,500000,14900000,2300000,2.919953,3.4342215,Fall,approved
726,0, Graduate, Yes,2300000,6000000,8,690,5500000,2900000,6000000,2000000,4.0156727,2.3542635,Summer,approved
727,3, Not Graduate, No,7200000,21200000,4,711,10800000,4200000,24900000,5700000,2.9289048,1.9184005,Spring,approved
728,2, Not Graduate, No,2500000,8600000,8,835,2500000,4000000,7700000,1300000,4.763615,1.629979,Summer,approved
729,3, Not Graduate, Yes,6400000,23500000,12,684,17200000,10300000,25300000,7400000,2.4318423,4.2753277,Winter,approved
730,1, Graduate, Yes,7100000,19300000,16,738,7200000,0,24300000,3600000,6.5261707,5,Winter,approved
731,4, Not Graduate, No,1100000,3300000,18,417,1400000,1000000,4200000,700000,4.821173,5,Winter,rejected
732,1, Graduate, Yes,4400000,12300000,6,583,2400000,7900000,17200000,6600000,4.888088,2.71062,Summer,approved
733,1, Graduate, No,700000,1400000,6,759,1000000,500000,2600000,700000,4.4121776,4.5648427,Winter,approved
734,0, Not Graduate, No,5100000,19900000,12,867,1800000,7100000,18300000,5700000,4.7357373,3.0914333,Fall,approved
735,1, Graduate, No,7800000,18100000,2,712,8600000,11200000,21700000,9000000,4.7694554,0,Summer,approved
736,3, Graduate, No,6600000,22200000,12,759,8900000,2200000,18700000,8500000,2.7319162,3.235646,Fall,approved
737,3, Not Graduate, Yes,900000,2300000,6,747,1200000,200000,2900000,600000,6.553016,2.0365942,Winter,approved
738,1, Not Graduate, Yes,6800000,13700000,10,879,500000,2600000,22000000,6800000,3.99978,3.1825361,Fall,approved
739,1, Graduate, Yes,9200000,29200000,6,669,9900000,12900000,23400000,11700000,4.127927,1.7779278,Summer,approved
740,3, Graduate, No,3100000,8500000,12,493,8700000,5100000,12000000,2000000,4.5604486,2.8839495,Summer,rejected
741,4, Not Graduate, No,4300000,10100000,2,606,9900000,1800000,8900000,5500000,6.80882,2.9969435,Winter,approved
742,5, Not Graduate, Yes,4400000,12500000,6,740,8200000,2300000,9900000,5400000,3.4129589,3.0603268,Fall,approved
743,0, Graduate, Yes,4700000,17700000,16,887,1300000,4900000,13200000,6700000,2.0232625,2.892612,Spring,approved
744,1, Not Graduate, Yes,3800000,11100000,6,760,2100000,1800000,8700000,5700000,5.822122,1.7763101,Summer,approved
745,0, Graduate, Yes,7100000,20100000,16,756,8000000,5000000,17600000,5400000,6.197202,3.9100034,Winter,approved
746,0, Not Graduate, Yes,8800000,25600000,10,715,25300000,2500000,34900000,8600000,5.71257,1.7879322,Summer,approved
747,4, Not Graduate, No,6700000,13400000,10,436,3600000,1200000,23200000,7500000,4.853853,2.1063104,Summer,rejected
748,4, Graduate, No,6700000,16000000,4,791,0,13000000,20700000,5200000,3.8927455,2.1106904,Spring,approved
749,5, Graduate, No,4000000,13700000,6,496,-100000,1400000,15800000,3700000,4.212484,2.9767818,Summer,rejected
750,0, Not Graduate, Yes,1000000,3000000,18,382,2200000,700000,3500000,900000,4.8296366,2.5990732,Summer,rejected
751,2, Not Graduate, Yes,5600000,16700000,14,856,400000,10200000,14700000,5200000,6.0229626,1.8132879,Winter,approved
752,3, Not Graduate, Yes,2100000,6100000,8,346,5500000,600000,4500000,2900000,2.7267132,2.5069125,Spring,rejected
753,0, Graduate, No,1800000,5400000,16,555,3900000,2900000,5100000,1700000,2.2571797,3.0857708,Fall,approved
754,1, Graduate, No,6700000,18700000,8,583,9300000,4100000,17100000,6900000,4.4664845,3.4288087,Fall,approved
755,3, Graduate, No,6900000,22800000,16,582,17700000,2200000,23500000,4400000,7.031581,2.805602,Winter,approved
756,2, Not Graduate, Yes,4500000,16600000,4,679,10300000,3100000,11700000,5000000,5.4416018,2.1579924,Summer,approved
757,4, Graduate, No,7300000,25400000,16,502,500000,1800000,20500000,10500000,4.9182286,1.0340611,Summer,rejected
758,3, Not Graduate, No,8500000,30800000,14,745,11000000,8200000,19400000,7200000,7.189025,1.2752547,Winter,approved
759,5, Graduate, No,9900000,35700000,10,392,7900000,4300000,39200000,13000000,5.5055428,1.7456224,Summer,rejected
760,5, Graduate, Yes,7300000,18700000,16,813,6600000,8200000,20000000,5800000,7.458438,1.5096626,Winter,approved
761,0, Not Graduate, No,2800000,9900000,8,742,4900000,1300000,6700000,1700000,6.5008674,1.6277854,Winter,approved
762,4, Graduate, Yes,5600000,16500000,20,692,14500000,7800000,18000000,7400000,4.472652,3.2275195,Fall,approved
763,4, Not Graduate, No,7600000,29700000,6,603,3200000,2900000,27800000,11000000,6.0373993,4.7397666,Winter,approved
764,3, Graduate, Yes,3900000,14000000,18,829,5200000,4000000,11600000,2700000,6.3548455,1.500446,Winter,approved
765,3, Graduate, Yes,4600000,10900000,12,856,13500000,5100000,9400000,3300000,6.7430773,2.1267002,Winter,approved
766,4, Not Graduate, No,200000,700000,10,576,500000,100000,400000,300000,5.6936193,2.6144264,Summer,approved
767,0, Graduate, Yes,900000,2200000,16,566,100000,700000,2000000,600000,7.189025,1.2752547,Winter,approved
768,2, Graduate, Yes,8400000,32600000,10,384,13900000,1600000,21600000,7000000,6.513264,1.81859,Winter,rejected
769,4, Graduate, No,3800000,10400000,10,833,7500000,2500000,14100000,4200000,6.527917,1.2693884,Winter,approved
770,3, Not Graduate, Yes,1500000,5100000,14,837,4100000,1000000,3300000,1400000,2.2191067,3.1504743,Fall,approved
771,3, Not Graduate, No,1200000,4500000,6,819,1400000,1100000,4400000,900000,4.831865,3.0812225,Fall,approved
772,3, Graduate, No,8300000,17700000,16,848,10500000,1100000,18700000,5900000,6.005705,1.9811231,Winter,approved
773,0, Not Graduate, No,1900000,6900000,4,749,2100000,3700000,4300000,2200000,4.096011,1.5835867,Summer,approved
774,4, Not Graduate, No,200000,600000,10,404,0,100000,400000,0,4.9452834,2.784472,Summer,rejected
775,2, Graduate, Yes,9400000,30000000,16,565,1200000,3900000,28200000,9000000,5.0543284,2.950147,Summer,approved
776,1, Not Graduate, Yes,4800000,14700000,2,356,7100000,8800000,13400000,5500000,5.331394,2.177586,Summer,approved
777,5, Not Graduate, Yes,5800000,12400000,6,847,5100000,9000000,14100000,7600000,3.9922683,1.2420334,Spring,approved
778,4, Not Graduate, Yes,800000,2800000,16,645,900000,1400000,2300000,600000,4.6230073,1.8151561,Summer,approved
779,4, Not Graduate, Yes,6100000,12500000,14,862,11300000,1500000,21900000,6800000,3.38409,2.7495337,Spring,approved
780,1, Not Graduate, Yes,5600000,13700000,8,491,10100000,3700000,18500000,4200000,6.584779,1.2117211,Winter,rejected
781,3, Not Graduate, Yes,5900000,18900000,4,742,10800000,4500000,23200000,8000000,6.5043125,2.5188222,Winter,approved
782,5, Graduate, No,7400000,21000000,4,561,21300000,3800000,26400000,3900000,3.8657408,1.2658677,Spring,approved
783,1, Not Graduate, No,8900000,24000000,6,380,16500000,7400000,27700000,7500000,4.990003,1.4807056,Summer,rejected
784,5, Graduate, Yes,3900000,15500000,12,433,9500000,5400000,7900000,4600000,9.7141,2.8881497,Winter,rejected
785,4, Not Graduate, No,2000000,4800000,8,302,1500000,800000,4000000,2600000,3.6278071,3.8120894,Fall,rejected
786,1, Not Graduate, Yes,2300000,6400000,8,578,3600000,1800000,7000000,3000000,4.1052656,1.6949748,Summer,approved
787,3, Graduate, No,6600000,22200000,12,759,8900000,2200000,18700000,8500000,5.1087456,2.2539878,Summer,approved
788,3, Graduate, No,4600000,10000000,4,702,6800000,1500000,16100000,4500000,4.1818004,2.2685406,Summer,approved
789,1, Graduate, Yes,9300000,19000000,14,689,24000000,11500000,35100000,9000000,3.8297827,3.1706347,Fall,approved
790,1, Not Graduate, Yes,8300000,28400000,16,704,1400000,11700000,16900000,11400000,4.0047,2.5568836,Summer,approved
791,0, Graduate, No,3400000,9400000,6,703,600000,6000000,8600000,2600000,3.40526,2.9692502,Spring,approved
792,4, Not Graduate, No,200000,700000,10,576,500000,100000,400000,300000,8.816434,3.4349492,Winter,approved
793,1, Graduate, No,1700000,6400000,10,452,900000,1100000,5600000,2100000,3.8023775,2.506674,Spring,rejected
794,5, Not Graduate, Yes,9600000,29600000,4,446,22900000,3500000,36600000,13200000,6.108366,1.9213927,Winter,approved
795,2, Graduate, No,7000000,19800000,10,563,3900000,9400000,22800000,8000000,6.3394504,3.231235,Winter,approved
796,3, Not Graduate, Yes,8300000,20900000,4,615,4400000,200000,19000000,9600000,4.2780857,3.2404883,Fall,approved
797,4, Not Graduate, No,5900000,14900000,14,857,2600000,9500000,16000000,3500000,4.1603913,1.7974956,Summer,approved
798,0, Not Graduate, Yes,2000000,6900000,4,404,4900000,1600000,4200000,3000000,6.750604,3.1795733,Winter,approved
799,2, Not Graduate, No,7000000,25700000,18,374,3400000,13700000,14900000,4500000,5.2527785,1.7972863,Summer,rejected
800,3, Not Graduate, No,300000,500000,2,477,700000,200000,800000,400000,2.9737296,2.1726756,Spring,rejected
801,0, Not Graduate, No,1900000,6900000,4,749,2100000,3700000,4300000,2200000,5.2904806,1.5385522,Summer,approved
802,3, Not Graduate, Yes,200000,700000,18,526,400000,100000,500000,0,4.777553,3.6551082,Fall,rejected
803,1, Graduate, No,9500000,23000000,10,627,28500000,11500000,21700000,9100000,5.1051745,1.9726202,Summer,approved
804,0, Not Graduate, No,2000000,6900000,2,448,2700000,3800000,7100000,1600000,5.549077,2.065557,Summer,approved
805,0, Graduate, Yes,6000000,23900000,4,394,6700000,5800000,21900000,4500000,5.0594535,2.3257499,Summer,approved
806,2, Not Graduate, No,3100000,9000000,20,892,5000000,5600000,7100000,4000000,6.674707,2.5064464,Winter,approved
807,5, Graduate, Yes,5900000,15600000,2,730,12600000,4700000,15900000,5900000,6.183724,4.068249,Winter,approved
808,0, Graduate, No,7100000,15400000,18,707,10300000,10800000,19600000,5800000,3.8035035,2.150699,Spring,approved
809,1, Graduate, No,3400000,8600000,6,640,7700000,1000000,7800000,4400000,4.701104,3.4963167,Fall,approved
810,4, Graduate, Yes,6600000,20500000,8,856,18800000,5400000,15100000,9400000,4.522283,2.985417,Summer,approved
811,4, Graduate, No,3400000,8300000,2,567,5700000,1900000,10200000,2700000,5.483114,2.1138034,Summer,approved
812,0, Graduate, Yes,5300000,20200000,2,861,500000,800000,16500000,6200000,6.845434,2.6267154,Winter,approved
813,2, Not Graduate, Yes,8800000,31100000,12,729,12300000,2400000,21900000,9400000,6.2132483,2.1309397,Winter,approved
814,4, Not Graduate, No,2200000,8600000,20,373,4100000,1300000,5900000,1400000,6.6807876,2.7425833,Winter,rejected
815,1, Graduate, Yes,1000000,3000000,10,813,2900000,500000,3300000,800000,4.3211665,3.260211,Fall,approved
816,0, Not Graduate, Yes,2600000,8200000,8,630,6000000,4900000,7500000,2000000,1.8522767,2.8350976,Spring,approved
817,1, Graduate, Yes,1800000,6300000,12,749,4200000,200000,3800000,2700000,3.460136,2.6977565,Spring,approved
818,1, Graduate, No,3700000,13600000,16,608,400000,2200000,13400000,2800000,8.2754545,1.3211814,Winter,approved
